term,match_method,blob_key,blob_url
Sariq akatsiya (Caragana arborescens Lam.),exact/base,Sariq akatsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sariq-akatsiya.jpg
Saxaroza,exact/base,Saxaroza,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Saxaroza.jpg
Sayyohlar daraxti (Ravenala madagascariensis Sonn.),exact/base,Sayyohlar daraxti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sayyohlar-daraxti.jpg
Segregatsiya,exact/base,Segregatsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Segregatsiya.jpg
Sekator,exact/base,Sekator,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sekator.jpg
Seleksion,exact/base,Seleksion,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Seleksion.jpg
Seleksioner,exact/base,Seleksioner,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Seleksioner.jpg
Seleksiya,exact/base,Seleksiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Seleksiya.jpg
Seleksiya ko‘chatzori,fuzzy>=0.94,Seleksiy ko‘chatzori,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Seleksiy-ko‘chatzori.jpg
Sellyuloza,exact/base,Sellyuloza,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sellyuloza.jpg
Sepmoq,exact/base,Sepmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sepmoq.jpg
Serurug‘,exact/base,Serurug‘,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Serurug‘.jpg
Seryaproq,exact/base,Seryaproq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Seryaproq.jpg
Sershira,missing,,
Sibir qayrag‘ochi (Ulmus pumila L.),exact/base,Sibir qayrag‘ochi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sibir-qayrag‘ochi.jpg
Simbag‘az,missing,,
Simbioz,exact/base,Simbioz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Simbioz.jpg
Sintetik seleksiya,exact/base,Sintetik seleksiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sintetik-seleksiya.jpg
Sitrus (Citrus L.),exact/base,Sitrus,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sitrus.jpg
Sitrus o‘simliklar,exact/base,Sitrus o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sitrus-o‘simliklar.jpg
Sitruschilik,exact/base,Sitruschilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sitruschilik.jpg
Skarifikatsiya,exact/base,Skarifikatsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Skarifikatsiya.jpg
Soxta akatsiya (Robinia pseudoacacia L.),exact/base,Soxta akatsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Soxta-akatsiya.jpg
Soxta meva,exact/base,Soxta meva,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Soxta-meva.jpg
Standart nav,exact/base,Standart nav,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Standart-nav.jpg
Stratifikatsiya,exact/base,Stratifikatsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Stratifikatsiya.jpg
Subtropik,exact/base,Subtropik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Subtropik.jpg
Subtropik o‘simliklar,exact/base,Subtropik o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Subtropik-o‘simliklar.jpg
Sultoni,exact/base,Sultoni,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sultoni.jpg
Superfosfat,exact/base,Superfosfat,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Superfosfat.jpg
Suyuq o‘g‘itlar,exact/base,Suyuq o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Suyuq-o‘g‘itlar.jpg
Sug‘orish,exact/base,Sug‘orish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sug‘orish.jpg
Sug‘orish me’yori,missing,,
Sug‘orish rejimi,exact/base,Sug‘orish rejimi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sug‘orish-rejimi.jpg
Sug‘orish tizimi,missing,,
Sug‘orish tarmoqlari,missing,,
Sug‘ormoq,exact/base,Sug‘ormoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sug‘ormoq.jpg
So‘ri,exact/base,So‘ri,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/So‘ri.jpg
Tajriba dalasi,exact/base,Tajriba dalasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tajriba-dalasi.jpg
Tajriba stansiyasi,exact/base,Tajriba stansiyasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tajriba-stansiyasi.jpg
Tajriba xo‘jaligi,exact/base,Tajriba xo‘jaligi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tajriba-xo‘jaligi.jpg
Tana,exact/base,Tana,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tana.jpg
Tanlash,exact/base,Tanlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tanlash.jpg
Termofil,exact/base,Termofil,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Termofil.jpg
Termoq,exact/base,Termoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Termoq.jpg
Tezpishar,missing,,
Tesha,exact/base,Tesha,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tesha.jpg
Tikan¹,missing,,
Tikan²,missing,,
Tikan³,missing,,
Tirgovuch,exact/base,Tirgovuch,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tirgovuch.jpg
Tobulg‘i (Spiraea L.),exact/base,Tobulg‘i,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tobulg‘i.jpg
Tok (Vitis L.),exact/base,Tok,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tok.jpg
Tok kesish,exact/base,Tok kesish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tok-kesish.jpg
Tokzor,exact/base,Tokzor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tokzor.jpg
Tokchilik,exact/base,Tokchilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tokchilik.jpg
Tomchilatib sug‘orish,exact/base,Tomchilatib sug‘orish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tomchilatib-sug‘orish.jpg
Topiar san’ati,exact/base,Topiar san’ati,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Topiar-san’ati.jpg
Transgen o‘simliklar,exact/base,Transgen o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Transgen-o‘simliklar.jpg
Tropik,exact/base,Tropik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tropik.jpg
Tropik o‘simliklar,exact/base,Tropik o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tropik-o‘simliklar.jpg
Tugunak,exact/base,Tugunak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tugunak.jpg
Tuk,exact/base,Tuk,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tuk.jpg
Tunberg zirki (Berberis thunbergii DC.),exact/base,Tunberg zirki,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tunberg-zirki.jpg
Tumshuqcha,exact/base,Tumshuqcha,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tumshuqcha.jpg
Tuproq,exact/base,Tuproq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tuproq.jpg
Tuproq bonitirovkasi,exact/base,Tuproq bonitirovkasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tuproq-bonitirovkasi.jpg
Tuproqning kimyoviy tarkibi,exact/base,Tuproqning kimyoviy tarkibi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tuproqning-kimyoviy-tarkibi.jpg
Tuproq namligi,exact/base,Tuproq namligi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tuproq-namligi.jpg
Tuproq nam sig‘imi,exact/base,Tuproq nam sig‘imi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tuproq-nam-sig‘imi.jpg
Tuproq nordonligi,exact/base,Tuproq nordonligi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tuproq-nordonligi.jpg
Tuproq ostidan sug‘orish,exact/base,Tuproq ostidan sug‘orish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tuproq-ostidan-sug‘orish.jpg
Tuproq unumdorligi,exact/base,Tuproq  unumdorligi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tuproq- unumdorligi.jpg
Tur,exact/base,Tur,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tur.jpg
Turkum,exact/base,Turkum,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Turkum.jpg
Turp (Raphanus sativus L.),exact/base,Turp,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Turp.jpg
Tut (Morus L.),exact/base,Tut,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tut.jpg
Tutzor,exact/base,Tutzor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tutzor.jpg
Tutchilik,exact/base,Tutchilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Tutchilik.jpg
Unifatsial yaproq,exact/base,Unifatsial yaproq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Unifatsial-yaproq.jpg
Unmoq,exact/base,Unmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Unmoq.jpg
Unumdor,missing,,
Unumdor tuproq,exact/base,Unumdor tuproq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Unumdor-tuproq.jpg
Unumdorlik,exact/base,Unumdorlik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Unumdorlik.jpg
Unuvchanlik,exact/base,Unuvchanlik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Unuvchanlik.jpg
Urug‘,exact/base,Urug‘,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘.jpg
Urug‘don,exact/base,Urug‘don,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘don.jpg
Urug‘lamoq,exact/base,Urug‘lamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘lamoq.jpg
Urug‘lanmoq,exact/base,Urug‘lanmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘lanmoq.jpg
Urug‘ hujayra,exact/base,Urug‘ hujayra,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘-hujayra.jpg
Urug‘kurtak,exact/base,Urug‘kurtak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘kurtak.jpg
Urug‘ ko‘chat,exact/base,Urug‘ ko‘chat,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘-ko‘chat.jpg
Urug‘li,exact/base,Urug‘li,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘li.jpg
Urug‘li meva daraxtlari,exact/base,Urug‘li meva daraxtlari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘li-meva-daraxtlari.jpg
Urug‘li mevalar,exact/base,Urug‘li mevalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘li-mevalar.jpg
Urug‘lik,exact/base,Urug‘lik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘lik.jpg
Urug‘lik reproduksiyasi,exact/base,Urug‘lik reproduksiyasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘lik-reproduksiyasi.jpg
Urug‘xona,exact/base,Urug‘xona,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘xona.jpg
Urug‘chi,exact/base,Urug‘chi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘chi.jpg
Urug‘chilik,exact/base,Urug‘chilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Urug‘chilik.jpg
Ustuncha,exact/base,Ustuncha,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ustuncha.jpg
Uzum,exact/base,Uzum,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Uzum.jpg
Uzumzor,exact/base,Uzumzor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Uzumzor.jpg
Uzumchilik,exact/base,Uzumchilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Uzumchilik.jpg
Uzumchi,exact/base,Uzumchi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Uzumchi.jpg
Variatsiya,exact/base,Variatsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Variatsiya.jpg
Vegetativ ko‘payish,exact/base,Vegetativ ko‘payish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Vegetativ-ko‘payish.jpg
Vegetativ organlar,exact/base,Vegetativ organlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Vegetativ-organlar.jpg
Vegetatsion usul,exact/base,Vegetatsion usul,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Vegetatsion-usul.jpg
Vegetatsiya davri,exact/base,Vegetatsiya davri,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Vegetatsiya-davri.jpg
Vertikal ko‘kalamzorlashtirish,exact/base,Vertikal ko‘kalamzorlashtirish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Vertikal-ko‘kalamzorlashtirish.jpg
Viktoriya regiya (Victoria regia Lindl.),exact/base,Viktoriya regiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Viktoriya-regiya.jpg
Vilt,exact/base,Vilt,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Vilt.jpg
Vino,exact/base,Vino,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Vino.jpg
Vinobop,exact/base,Vinobop,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Vinobop.jpg
Vinochilik,exact/base,Vinochilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Vinochilik.jpg
Virgin archasi (Juniperus virginiana L.),exact/base,Virgin archasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Virgin-archasi.jpg
Virginil davr,exact/base,Virginil davr,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Virginil-davr.jpg
Virus kasalliklari,exact/base,Virus kasalliklari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Virus-kasalliklari.jpg
Visteriya (Wisteria sinensis (Sims) Sweet),exact/base,Visteriya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Visteriya.jpg
Voish,exact/base,Voish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Voish.jpg
Xalq seleksiyasi,exact/base,Xalq seleksiyasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Xalq-seleksiyasi.jpg
Xemoterapiya,exact/base,Xemoterapiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Xemoterapiya.jpg
Xenomeles (Chaenomeles japonica),exact/base,Xenomeles,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Xenomeles.jpg
Xina daraxtchasi (Lawsonia inermis L.),missing,,
Xomtok,missing,,
Xurmo (Diospyros kaki Thunb.),exact/base,Xurmo,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Xurmo.jpg
Xurmo mevasi,exact/base,Xurmo mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Xurmo-mevasi.jpg
Xo‘raki,exact/base,Xo‘raki,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Xo‘raki.jpg
Yarim butalar,exact/base,Yarim butalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yarim-butalar.jpg
Yaganalamoq,exact/base,Yaganalamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yaganalamoq.jpg
Yapon behisi (Chaenomeles japonica (Thunb.) Lindl. ex Spach),exact/base,Yapon behisi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yapon-behisi.jpg
Yasmin (Jasminum officinale L.),exact/base,Yasmin,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yasmin.jpg
Yerni ishlash,exact/base,Yerni ishlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yerni-ishlash.jpg
Yeryong‘oq (Arachis hypogaea L.),exact/base,Yeryong‘oq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yeryong‘oq.jpg
Yetilmoq,exact/base,Yetilmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yetilmoq.jpg
Yetilgan,exact/base,Yetilgan,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yetilgan.jpg
Yetilish,missing,,
Yomg‘irlatib sug‘orish,exact/base,Yomg‘irlatib sug‘orish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yomg‘irlatib-sug‘orish.jpg
Yong‘oq (Juglans regia L.),exact/base,Yong‘oq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yong‘oq.jpg
Yong‘oqzor,exact/base,Yong‘oqzor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yong‘oqzor.jpg
Yong‘oq mevalilar,exact/base,Yong‘oq mevalilar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yong‘oq-mevalilar.jpg
Yoppasiga tanlash,exact/base,Yoppasiga tanlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yoppasiga-tanlash.jpg
Yorug‘lik,exact/base,Yorug‘lik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yorug‘lik.jpg
Yorug‘sevar,exact/base,Yorug‘sevar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yorug‘sevar.jpg
Yorug‘sevar o‘simliklar,exact/base,Yorug‘sevar o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yorug‘sevar-o‘simliklar.jpg
Yovvoyi,exact/base,Yovvoyi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yovvoyi.jpg
Yulg‘un (Tamarix L.),exact/base,Yulg‘un,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yulg‘un.jpg
Yuvenil davr,fuzzy>=0.94,Yuvenil davri,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Yuvenil-davri.jpg
Zamburug‘,exact/base,Zamburug‘,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Zamburug‘.jpg
Zamburug‘ kasalliklari,exact/base,Zamburug‘ kasalliklari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Zamburug‘-kasalliklari.jpg
Zang zamburug‘lari (Pucciniales),exact/base,Zang zamburug‘lari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Zang-zamburug‘lari.jpg
Zarang (Acer L.),exact/base,Zarang,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Zarang.jpg
Zararkunanda,exact/base,Zararkunanda,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Zararkunanda.jpg
Zaytun daraxti (Olea europaea L.),exact/base,Zaytun daraxti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Zaytun-daraxti.jpg
Zaytun mevasi,exact/base,Zaytun mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Zaytun-mevasi.jpg
Zaytunzor,exact/base,Zaytunzor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Zaytunzor.jpg
O‘ra,exact/base,O‘ra,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘ra.jpg
O‘rik (Prunus armeniaca L.),exact/base,O‘rik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘rik.jpg
O‘rik mevasi,exact/base,O‘rik mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘rik-mevasi.jpg
O‘rik qoqi,exact/base,O‘rik qoqi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘rik-qoqi.jpg
O‘rikzor,exact/base,O‘rikzor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘rikzor.jpg
O‘rtapishar,missing,,
O‘simliklar,exact/base,O‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘simliklar.jpg
O‘simliklar anatomiyasi,exact/base,O‘simliklar anatomiyasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘simliklar-anatomiyasi.jpg
O‘simliklar fiziologiyasi,exact/base,O‘simliklar fiziologiyasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘simliklar-fiziologiyasi.jpg
O‘simliklar raki,exact/base,O‘simliklar raki,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘simliklar-raki.jpg
O‘simliklar zararkunandalari,fuzzy>=0.94,O‘simlik zararkunandalari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘simlik-zararkunandalari.jpg
O‘simliklar kasalliklari,exact/base,O‘simliklar kasalliklari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘simliklar-kasalliklari.jpg
O‘simliklarni himoya qilish,exact/base,O‘simliklarni himoya qilish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘simliklarni-himoya-qilish.jpg
O‘simlikshunoslik,exact/base,O‘simlikshunoslik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘simlikshunoslik.jpg
O‘sishni boshqaruvchi moddalar,exact/base,O‘sishni boshqaruvchi moddalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘sishni-boshqaruvchi-moddalar.jpg
O‘sish kurtagi (Gemma vegetativa),exact/base,O‘sish kurtagi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘sish-kurtagi.jpg
O‘smoq,exact/base,O‘smoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘smoq.jpg
O‘tqazmoq,missing,,
O‘zak,exact/base,O‘zak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘zak.jpg
O‘g‘it,exact/base,O‘g‘it,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘g‘it.jpg
O‘g‘itlamoq,exact/base,O‘g‘itlamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘g‘itlamoq.jpg
O‘g‘itlagich,exact/base,O‘g‘itlagich,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/O‘g‘itlagich.jpg
G‘ujum,exact/base,G‘ujum,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/G‘ujum.jpg
G‘uncha,exact/base,G‘uncha,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/G‘uncha.jpg
G‘unchalamoq,exact/base,G‘unchalamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/G‘unchalamoq.jpg
G‘o‘r,exact/base,G‘o‘r,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/G‘o‘r.jpg
G‘o‘ra,exact/base,G‘o‘ra,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/G‘o‘ra.jpg
Shaftoli (Prunus persica (L.) Batsch),exact/base,Shaftoli,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shaftoli.jpg
Shaftoli mevasi,exact/base,Shaftoli mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shaftoli-mevasi.jpg
Shaftolizor,exact/base,Shaftolizor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shaftolizor.jpg
Shaftoliqoqi,fuzzy>=0.94,Shaftoli qoqi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shaftoli-qoqi.jpg
Shakl berish,exact/base,Shakl berish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shakl-berish.jpg
Shakl bermoq,exact/base,Shakl bermoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shakl-bermoq.jpg
Sharbat,exact/base,Sharbat,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sharbat.jpg
Sharq biotasi (Platycladus orientalis (L.) Franco),exact/base,Sharq biotasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sharq-biotasi.jpg
Sharq chinori (Platanus orientalis L.),exact/base,Sharq chinori,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sharq-chinori.jpg
Shingil,exact/base,Shingil,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shingil.jpg
Shinni,exact/base,Shinni,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shinni.jpg
Shira,exact/base,Shira,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shira.jpg
Shiralar (Aphidoidea),exact/base,Shiralar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shiralar.jpg
Shirali,missing,,
Sholg‘om (Brassica rapa L.),exact/base,Sholg‘om,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sholg‘om.jpg
Shotut (Morus nigra L.),exact/base,Shotut,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shotut.jpg
Shox,exact/base,Shox,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shox.jpg
Shoxlamoq,exact/base,Shoxlamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shoxlamoq.jpg
Shoxli,missing,,
Shudgor qilmoq,exact/base,Shudgor qilmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shudgor-qilmoq.jpg
Shumurt (Prunus padus L.),exact/base,Shumurt,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Shumurt.jpg
Chang naychasi,missing,,
Changdon,exact/base,Changdon,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Changdon.jpg
Changlatuvchi,exact/base,Changlatuvchi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Changlatuvchi.jpg
Changlamoq,exact/base,Changlamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Changlamoq.jpg
Changlanish,exact/base,Changlanish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Changlanish.jpg
Changchi,exact/base,Changchi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Changchi.jpg
